id,title,contents,category
NEWS_00294,Dubai terminal construction collapse,Officials can not estimate all casualties as some people still remain under the ruins. The wall of the new airports terminal collapsed in United Arab Emirates  capital at 11 am.,5
NEWS_00295,Leader of devastated Australian Labor Party to stand again (AFP),AFP - Opposition leader Mark Latham has declared his intention to recontest the leadership of the centre-left Labor Party even as he was being blamed for its devastating defeat in the weekend election.,2
NEWS_00296,News deal paves way for move,GLOBAL media giant News Corp succumbed to intense institutional pressure yesterday and agreed to retain its full foreign listing on the Australian Stock Exchange if shareholders approved the company #39;s proposal to shift to the United States.,0
NEWS_00297,Britain Mulls U.S. Request for More Help in Iraq (Reuters),"Reuters - Britain was considering a U.S. request\on Monday to move troops into more potentially dangerous areas\of Iraq, a politically charged move which has reignited anger\over Prime Minister Tony Blair's support for the war.",2
NEWS_00298,IAEA: Confidence in Iran #39;s Nuclear Program Has Eroded,The International Atomic Energy Agency says Iran has exempted some centrifuges from its commitment to freeze uranium enrichment and lacks trustworthiness because of past concealment and delays in disclosing information.,2
NEWS_00299,Carter #39;s  #39;got nothing to say #39; after scoring 15,"After hearing rare boos from the home fans, Vince Carter didn #39;t want to talk about it. Carter had 15 points in his first game since demanding to be traded, but the Toronto Raptors lost their",3
NEWS_00300,"Kerry, Keeping Up Criticism of Bush, Lists Costs of Iraq War",John Kerry argued today that the president left a trail of broken promises on the path to war and has squandered billions.,2
NEWS_00301,Teen's eBay con prompts warning,Detectives warn internet auction bidders to be wary of how they pay after a teenage fraudster conned customers.,0
NEWS_00302,Dolphins arrive for final game short-handed,"With Hurricane Frances approaching the eastern coast of Florida, Miami players requested that their preseason game in New Orleans be canceled.",3
NEWS_00303,What Happened After I Spoke Out Against Donald Trump authors,It's been a wild ride and I'd do it over again.,2
NEWS_00304,Philosopher Jacques Derrida Dies at 74,"PARIS - World-renowned thinker Jacques Derrida, a charismatic philosopher who founded the school known as deconstructionism, has died, the French president's office said Saturday. He was 74...",4
NEWS_00305,RIAA SUES 744 MUSIC PIRATES,"The recording industry continued its onslaught of lawsuits against illegal filesharers yesterday, filing suit against hundreds of computer users who allegedly make music available online.",4
NEWS_00306,Leonardo DiCaprio And Maggie Smith Get Caught On The Kiss Cam authors,The 2016 BAFTA Awards make for a memorable Valentine's Day.,1
NEWS_00307,Sony players to be compatible with MP3s,Electronics giant Sony has reversed its position on the formats playable by its range of digital music players. The company has announced its new devices will now be able to play music tracks in the MP3 format,4
NEWS_00308,Modem to Connect With Speedy Cellular Tech,"NEW YORK Oct. 18, 2004 - A top networking gear producer plans to offer a speedy new cellular technology that #39;s an alternative to DSL and cable Internet access with the added advantage of being available on the road.",4
NEWS_00309,"Not All Jobs Belong To The White Man: Asian Minorities, Affirmative Action, And The Quest For Parity At Work","Although a smattering of Chinese, Filipinos, Japanese, Indians, Thais, and others may crow about seeing their kind sitting in prominent positions in corporations and organizations in the USA, these accomplishments become mere cultural high-fives and ritualistic chest-thumping goaded and impishly patronized by 'mainstream society' - the milder and gentler term for the white-dominated populace.",2
NEWS_00310,Trump Hotels Buck Industry Trend Continue To Offer Guests Porn authors,While many name-brand hotel chains have severed ties with the adult film industry Trump hotels have not.,1
NEWS_00311,Powerful Men Who Lose Their Jobs Over Harassment Can Still Get Big Payouts authors,But you might not know about it.,1
NEWS_00312,HUFFPOST HILL - Secretary Of State Giuliani To Save Us From Thermonuclear War authors,Like what you read below? Sign up for HUFFPOST HILL and get a cheeky dose of political news every evening!u00a0 President-elect,2
NEWS_00313,Donald Trump Celebrates NFL Champions 30 Years After Suing League authors,Who knows if he's still bitter over losing?,1
NEWS_00314,News: Say hello to the 'time bomb' exploit,"Prepare yourself for ""time bomb"" exploits that attack web-based systems at a pre-determined time.",4
NEWS_00315,LG Unveils Terrestrial DMB-Receiving Phone,LG #39;s DMB-receiving System-on-Chip lets users watch terrestrial broadcasts while talking on the phone. LG plans to use its terrestrial DMB phone technologies in an aggressive campaign to penetrate the global,4
NEWS_00316,T in the Park sells out in days,"Tickets for Scotland's biggest music festival have sold out in record time, five months before the event is held.  The 12th annual T in the Park festival, which takes place at Balado near Kinross in July, sold out just four days after the line-up was announced. Green Day, the Foo Fighters and Keane are among the acts that had already been lined up to appear at the event. However, the organisers have revealed Scots favourites Travis as well as soulman James Brown will also appear.  Last year tickets sold out 10 weeks before the festival but organisers confirmed that all 130,000 for the two-day event had been sold. Geoff Ellis, CEO of festival organisers Big Day Out Ltd, said this year's event promises to be the best yet. ""After last year's sell-out, we did think this year's event would sell slightly earlier, however this is way beyond our expectations,"" Mr Ellis said.  ""We are extremely proud that fans are so excited about T in the Park that they have made absolutely sure that their place at Balado is booked for 2005, and we will deliver one of the greatest events yet for them in July."" More than 120 acts will play on eight stages over the weekend of 9 and 10 July. Brit Award winners Keane and The Streets are among the main attractions, while The Killers and dance act The Prodigy are also on the bill. Both Green Day and The Foo Fighters last played at the festival in 2002, the same year Oasis and Basement Jaxx were among the headline acts.",1
NEWS_00317,Osborne upset about athletic directors not calling back,"Tom Osborne has been out of college football for seven years, and now he can #39;t even get a phone call returned. The Nebraska coach-turned-congressman on Thursday bemoaned the lack of response he received from",3
NEWS_00318,Sharon 'at risk of assassination',Israel's opposition leader warns that the prime minister risks being assassinated over his Gaza disengagement plan.,2
NEWS_00319,Samsung Galaxy Note 7 Disaster Could Spark Class Action Lawsuit authors,The top smartphone maker had to recall millions of the Note 7s after reports of some exploding in flame.,4
NEWS_00320,Seagate Raises Revenue Forecast,"&lt;p&gt;&lt;/p&gt;&lt;p&gt; NEW YORK (Reuters) - Seagate Technology &lt;STX.N&gt;, the topU.S. maker of hard drives used to store data in computers, onTuesday forecast quarterly revenue above Wall Street estimateson strong demand for storage for larger business computers.&lt;/p&gt;",0
NEWS_00321,"Reebok #39;s revives Pump shoe, marking industry shift to high-tech","Hoping to build on the success of a shoe that generated big sales but also ridiculed when it was introduced 15 years ago, Reebok Inc.",1
NEWS_00322,India on track to poverty reduction: ILO:,"India News: New Delhi, Dec 8 : India is on its way to poverty reduction and employment generation at a time when about 1.4 billion people, or half the world #39;s workers, are trapped in grinding poverty, says a new International Labour Organisation (ILO",2
NEWS_00323,Khmer Rouge face genocide trial,CAMBODIA #39;S legislature has approved a UN pact to put surviving Khmer Rouge leaders on trial for genocide. Atrocities claimed nearly two million lives during their rule in the late 1970s.,2
NEWS_00324,"Germany: Opel cuts over 10,000 auto jobs","Workers at Opel auto plants in Bochum walked out Thursday as soon as the parent company, General Motors, announced it was cutting 10,000 jobs in Germany.",0
NEWS_00325,Hoax bomb threat forces flight to Stansted (AFP),AFP - A Virgin Atlantic flight from Hong Kong to London was forced to divert to a less busy airport by what turned out to be a hoax bomb threat.,5
NEWS_00326,Martin O'Malley,//www.huffingtonpost.com/entry/martin-omalley-bernie-sanders-donald-trump_us_58ebc057e4b0df7e204435a5 short_description,2
NEWS_00327,Baby Groot Is Too Cute In New 'Guardians Of The Galaxy Vol. 2' Teaser authors,We could all use a little more Baby Groot in our lives.,1
NEWS_00328,"Australia #39;s Westfield, Multiplex join in new offer for Britain #39;s &lt;b&gt;...&lt;/b&gt;","SYDNEY: Australian shopping center giant Westfield is teaming up with property group Multiplex and Aldersgate Investments to make a cash offer for Duelguide, the company which owns British developer Chelsfield.",0
NEWS_00329,Apple warns of store shut-off for older iTunes,Apple Computer is warning users of older versions of iTunes that it plans to stop allowing those versions to connect to the music store.,4
NEWS_00330,Donations Pour In For Hot Dog Vendor After Viral Video Shows Cop Taking His Cash authors,U.C. Berkeley is investigating the incident in which an officer tickets the man for operating without a license.,2
NEWS_00331,Bryant accuser publicly identifies herself in civil lawsuit,The woman accusing Kobe Bryant of rape -- whose name has been widely published on the Internet despite her efforts to remain anonymous -- identified herself by name in a revised version of the lawsuit she filed against the NBA star,2
NEWS_00332,Ford Halts Plant Output for Lack of Parts,"DETROIT (Reuters) - Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; said on Monday it  has stopped production at its assembly plant in Georgia for at  least a day because of lack of parts.",0
NEWS_00333,"Ford confirm sale of Jaguar F1 team, Cosworth",Ford confirmed on Monday that Red Bull had bought their Formula One team and that their engine manufacturer Cosworth had been sold to the owners of the Champ Car series.,3
NEWS_00334,Space Station Crew to Redock Spaceship (AP),"AP - The American-Russian crew manning the international space station will redock a spaceship later this month in preparation for spacewalks planned for next year, Russian Mission Control said Friday.",4
NEWS_00335,India Test Fires Nuclear-Capable Missile (Reuters),"Reuters - India successfully test fired\a long-range nuclear-capable Agni II missile off its eastern\coast of Orissa Sunday, a defense ministry spokesman said.",5
NEWS_00336,Spurrier Not Guaranteed Augusta Membership,Augusta National chairman Hootie Johnson said Friday that Steve Spurrier is not guaranteed a membership at the home of the Masters if he becomes the head football coach at South Carolina.,3
NEWS_00337,Brazil #39;s Mello ousts second-seeded Fish in ATP tour,"DELRAY BEACH, Florida, United States of America -- Ricardo Mello of Brazil rallied to oust second-seeded American Mardy Fish 5-7, 6-4, 6-4 Wednesday in the second-round of the 380,000-dollar Millennium International tennis tournament.",3
NEWS_00338,New Rainbow Six Franchise for Spring 2005,"SAN FRANCISCO, CA - November 30, 2004 -Ubisoft, one of the world #39;s largest video game publishers, today announced its plans to launch the next installment in the Tom Clancy #39;s Rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system",1
NEWS_00339,Michael Flynn's Former Deputy Appears To Contradict Herself On His Russia Contacts,//www.huffingtonpost.com/entry/mcfarland-flynn-russia-contacts_us_5a25fd95e4b0f9f0203ec407 short_description,2
NEWS_00340,Nokia makes inroads into Land Rover,"Nokia has created communication system that integrates mobile phone functions with the on-board system in Land Rover vehicles. The product dubbed, Personal Telephone Integration, was developed specifically",4
NEWS_00341,Texas Lawmakers Launch New Attacks On Abortion LGBTQ Rights authors,Starting in 2017 we will have a friend in the White House said Lt. Gov. Dan Patrick.,2
NEWS_00342,Feeling Overwhelmed By All The News This Year? You're In The Minority. authors,Americans who try to keep up with politics are split over how stressful that is.,2
NEWS_00343,CA to buy Netegrity for US\$430 million,"Computer Associates International announced on Wednesday that it has agreed to acquire Netegrity, a maker of network identity and access software, for about US\$430 million.",0
NEWS_00344,APEC Ministers Urge New Effort on Trade Talks,"SANTIAGO, Chile (Reuters) - Pacific Rim trading nations  said on Wednesday they should pool their influence to breathe  new life into talks to free up world trade.",2
NEWS_00345,"Replay likely, but here #39;s to mistakes","New York -- On a rainy Wednesday at the US Open, Serena Williams got a phone call from Arlen Kantarian, chief executive of the United States Tennis Association.",3
NEWS_00346,Australians may boycott Games Village,"MELBOURNE: Australian athletes could boycott the Melbourne 2006 Commonwealth Games Village because of fears that it might be overcrowded, noisy and hot, a newspaper has reported.",3
NEWS_00347,How A Literal Shock Inspired A Former Marine To Run For Office As A Democratic Socialist authors,A workplace injury and its aftermath were a political wake-up call for Virginia state delegate-elect Lee Carter.,2
NEWS_00348,Toughest athlete is female and unknown,"You probably haven't heard about one of the toughest endurance sports around: the deca-ironman. That's 38 km swimming, immediately followed by an 1800 km bicycle ride and a 420 km run. Currently, the world record stands at about 187 hours, held by a German housewife. Nobody else has ever finished the course below 192 hours.",3
NEWS_00349,Mortgage Applications Rise in Week,"NEW YORK (Reuters) - New applications for U.S. home loans  rose last week as 30-year mortgage rates eased to their lowest  level since early April, an industry group said on Wednesday.",0
NEWS_00350,The Tanners Are Back In First Photos From Netflix's 'Fuller House' authors,Like they never left.,1
NEWS_00351,U.S. Funds Chat-Room Surveillance Study (AP),"AP - Amid the torrent of jabber in Internet chat rooms  #151; flirting by QTpie and BoogieBoy, arguments about politics and horror flicks  #151; are terrorists plotting their next move?",2
NEWS_00352,"BA, Virgin to up fuel surcharge",British Airways and Richard Branson #39;s Virgin Atlantic Airways say they will raise fuel surcharges following similar moves by major European carriers this week as oil prices surged.,0
NEWS_00353,Thatcher's Son Charged in Coup Plot,"The son of former British prime minister Margaret Thatcher, an ex-race car driver whose business career has been dogged by accusations of questionable arms deals and shady ventures, was charged Wednesday with helping finance a foiled coup plot in oil-rich Equatorial Guinea.",2
NEWS_00354,"Dow, Nasdaq Rise as Crude Falls",NEW YORK (Reuters) - The blue-chip Dow average ended  slightly higher on Monday and the tech-driven Nasdaq also  gained as declining crude-oil prices made equities aside from  energy names attractive.,0
NEWS_00355,UPDATE 1-S amp;P revises Poland outlook to stable from negative,Standard  amp; Poor #39;s Ratings Services on Thursday revised its credit ratings outlook on Poland to stable from negative supported by strength in export growth and an improvement in the country #39;s fiscal performance.,0
NEWS_00356,Stocks to Watch Thursday,The doughnut chain reported sharply lower quarterly  earnings on Thursday that missed Wall Street's expectations as  it tries to overhaul operations after being battered by popular  low-carbohydrate diets. Its shares closed at \$15.36 on the New  York Stock Exchange.,0
NEWS_00357,Anti-Iran Deal Protesters Unaware That Trump Won't End The Deal authors,That's crap a Trump supporter said when told he'd police the deal rather than rip it up.,2
NEWS_00358,ACLU Sues Kentucky Over Ultrasound Requirement For Abortions authors,The lawsuit accuses lawmakers of u201cforcibly co-opting and perverting the informed consent process.u201d,2
NEWS_00359,Ford says two top executives retiring; Padilla named president,"DETROIT - Ford Motor Co. on Thursday announced the retirements of president Nick Scheele and vice chairman Allan Gilmour, two company veterans tapped by chairman Bill Ford to help the company emerge from a sea of red ink during the past three years.",0
NEWS_00360,"US soldiers would kill civilians, says Marine","A former US Marine has claimed that he saw American troops in Iraq routinely kill unarmed civilians, including women and children.",2
NEWS_00361,Sadr May Have Escaped Najaf Mosque-Iraq Official,"BAGHDAD (Reuters) - Radical Shi'ite cleric Moqtada al-Sadr  may have escaped the U.S.-led military siege of the Imam Ali  Mosque in Najaf, the Iraqi Interior Ministry said on Friday.",5
NEWS_00362,Trump's Whole Approach To Health Care Boiled Down To One Tweet authors,It was never about fixing Obamacare it was about deleting it.,2
NEWS_00363,Bob Corker,//www.huffingtonpost.com/entry/bob-corker-donald-trump_us_59ef3032e4b03535fa93ce16 short_description,2
NEWS_00364,Another Product Delay at Intel,"Intel originally announced it had developed chip technology for high-definition big-screen televisions at the annual Consumer Electronics Show in January. It originally expected that it would ship the TV chip by the end of the year, but ...",4
NEWS_00365,China mine blast kills 64,"in years have pulled two more bodies from the rubble, leaving the toll from the blast at 64, state media say. the fastest economic growth of any major world economy.",5
NEWS_00366,Attacks cut Iraq #39;s oil exports in half: report,"Oil exports from Iraq have been cut in half by a series of well-orchestrated attacks, officials said Thursday, but the news failed to have any immediate impact on oil prices.",5
NEWS_00367,"From Baidu in China to Yahoo in America, Search Engine Sales Soar","Yesterday, China #39;s #1 search giant, Baidu reported a quadrupling of sales. And on Tuesday, Yahoo! announced that their profits have tripled thanks to online advertising.",4
NEWS_00368,Mourinho #39;s Chelsea off to a flyer as champions Porto draw,Coach Jose Mourinho began his quest for a second successive Champions League title in the best way possible when his Chelsea side beat Paris St Germain 3-0 in their opening Group H match on Tuesday.,3
NEWS_00369,Harvey Weinstein Turns Himself In To Police For Alleged Sex Crimes authors,The bombshell sexual harassment accusations against Weinstein sparked the Me Too movement.,2
NEWS_00370,Virgin Mobile UK Ramps Up Data Strategy,"Virgin Mobile UK, the UK mobile virtual network operator, is boosting its mobile data capabilities through a key deal with InfoSpace Mobile.",0
NEWS_00371,Season Over for Cardinals' Shipp,"TEMPE, Ariz. (Sports Network) - The Arizona Cardinals  placed running back Marcel Shipp and fullback James Hodgins on  injured reserve Wednesday night, effectively ending their  seasons.",3
NEWS_00372,Fast Track Down authors,To understand what comes next it's worth unpacking what exactly happened on Friday and how we got there.,4
NEWS_00373,Carmakers Fight Calif. Anti-Pollution Law,"Major automakers are challenging a state law requiring cuts in greenhouse gas emissions by 30 percent over the next 12 years, a requirement companies say is prohibitively expensive.",0
NEWS_00374,"IBM recalls 500,000 melting notebook adapters","More than 500,000 notebook power adapters sold by IBM are being recalled to offset the threat of melting plastic and even fire. IBM and the US Consumer Product Safety Commission announced the recall, saying",4
NEWS_00375,Ginobili gives Argentina big lift at the buzzer,"Manu Ginobili's off-balance shot left his hand just a split-second before the final buzzer, dropping through the basket to give Argentina an 83-82 victory over Serbia-Montenegro yesterday on the first day of Olympic men's basketball in Athens.",3
NEWS_00376,Pulitzer Shares Up on Possible Sale,Shares of newspaper publisher Pulitzer Inc. (PTZ) jumped as much as 18 percent on Monday after it said it hired Goldman Sachs as a financial adviser to explore a possible sale of the company.,0
NEWS_00377,Is the Mobile Phone the Next iPod Killer? (Reuters),Reuters - English photographer Alastair Daly was\in the market recently for an affordable digital music player\capable of storing enough songs to pass the time on his\hour-long commute through the capital city's clogged streets.,4
NEWS_00378,ConocoPhillips Buys Stake in Lukoil,"MOSCOW Sept. 29, 2004 - In a deal paving the way for future joint ventures, US oil giant ConocoPhillips on Wednesday won an auction with a bid of nearly \$2 billion for the Russian government #39;s 7.6 percent stake in Russia #39;s Lukoil the world #39;s No.",0
NEWS_00379,Aussie wealth exceeds \$5 trillion,"It appears Australians have never been wealthier as total private sector wealth now exceeds \$5 trillion. Officially, private sector wealth is estimated at \$5,013 billion, which is up 18 per cent in the past year.",0
NEWS_00380,Even Blue Ivy Joined James Corden's 'Carpool Karaoke' At The Grammys authors,It was so good so good so good.,1
NEWS_00381,Els Shoots a 64 to Move Two Clear at Mount Juliet,"THOMASTOWN, Ireland (Reuters) - World number three Ernie  Els overcame difficult weather conditions to fire a sparkling  eight-under-par 64 and move two shots clear after two rounds of  the WGC-American Express Championship Friday.",3
NEWS_00382,Report-Lehman Near Deal on Enron Lawsuits (Reuters),"Reuters - Lehman Brothers Holdings Inc.\ is close to settling a class action lawsuit for  #36;220\million stemming from allegations that it colluded with other\brokerages to mislead Enron Corp.  shareholders, the\Wall Street Journal reported on Thursday.",0
NEWS_00383,ACE executive pleads guilty in New York probe,"An executive of Bermuda-based insurer ACE Ltd. (ACE.N: Quote, Profile, Research) on Friday pleaded guilty to a felony charge connected to New York Attorney General Eliot Spitzer #39;s investigation of insurance companies.",0
NEWS_00384,Israeli Parliament Moves Toward Vote on Gaza Withdrawal Plan,The Parliament is scheduled to vote tonight on the plan of Prime Minister Ariel Sharon to remove Israeli settlements.,5
NEWS_00385,Robin McGraw Gives One Woman A Surprise She Will Never Forget authors,Christy a single mom to a 23-year-old son was recently selected as the winner of Robin McGrawu2019s u201cWalk a Day In Robinu2019s,1
NEWS_00386,After the Lord Mayor #39;s show,"It is just six days since the  #39;mulligatawny madness #39; at Old Trafford, but the shock waves are still reverberating around the Arsenal dressing room.",3
NEWS_00387,LISTEN,//www.huffingtonpost.com/entry/one-nation-under-love_us_5bb408c9e4b066f8d253b62e short_description,4
NEWS_00388,"Oil Prices Waver, Eye on Nigeria Supply","LONDON (Reuters) - Oil's rally wavered on Thursday, but  worries over the security of Nigerian supply supported prices  despite an easier U.S. crude inventory picture and news that  Russia's YUKOS would resume full supply to China.",0
NEWS_00389,Eye on IT,Sometimes if you make believe something doesn #39;t exist it does somehow manage to go away. But that #39;s not the case with the browser security flaw discovered by Danish security research firm Secunia.,4
NEWS_00390,Ukranian rower fails drugs test,"ATHENS - Ukrainian rower Olena Olefirenko has failed a drugs test at the Olympics and has been stripped of a bronze medal, the International Olympic Committee has announced.",3
NEWS_00391,'Law And Order' Director Pleads Guilty To Child Porn Charges authors,Jason Jace Alexander pleaded guilty to promoting a sexual performance by a child and possessing an obscene performance by a child.,1
NEWS_00392,The Incredible Shrinking Man,K. Eric Drexler was the godfather of nanotechnology. But the MIT prodigy who dreamed up molecular machines was shoved aside by big science -- and now he's an industry outcast. By Ed Regis from Wired magazine.,4
NEWS_00393,Budanov Drops Bid for Pardon,"GROZNY -- Former colonel Yury Budanov, who was convicted last year of kidnapping and murdering a Chechen woman, on Tuesday withdrew his request for a pardon after it drew outrage and protests in Chechnya and opposition from prosecutors and human rights",5
NEWS_00394,U.S. Demands Cambodia Action in Sex Trafficking Case,WASHINGTON (Reuters) - The top U.S. diplomat in charge of  combating trafficking in people demanded on Friday that  Cambodia free 91 women and children abducted from a shelter a  day after police had rescued them from a brothel.,5
NEWS_00395,RealNetworks Sells Three Million Songs Through Promotion,RealNetworks Inc. on Thursday said the three-week cut-rate promotion on its online music store garnered sales of more than 3 million songs.,1
NEWS_00396,More Aftershocks as Japan Aids Quake Victims (Reuters),"Reuters - Japan resumed rescue efforts at\first light on Monday as aftershocks rattled the area where the\country's deadliest earthquake in nine years killed at least 23\people and injured more than 2,000 at the weekend.",5
NEWS_00397,Turkey warns US on northern Iraq,Turkey says it will end cooperation in Iraq if the US continues its offensive in the northern town of Talafar.,5
NEWS_00398,Local Russians shocked by tragedy,"Seattle #39;s Russian community reacted with a mixture of sorrow, anger and frustration yesterday: sorrow for the children who died in the hostage crisis at a school in Beslan, Russia; anger",5
NEWS_00399,Telecom Unveils New Mobile Phone Service,"New Zealand #39;s biggest listed company, Telecom, launched its new high-speed  quot;third-generation quot; - or 3G - mobile phone system service Tuesday, promising users high-speed data transfer to their handsets.",4
NEWS_00400,"EU, US launch battle at WTO over Boeing, Airbus","ISN SECURITY WATCH (08/10/04) - The fierce competition between aerospace giants Airbus and Boeing is heating up, as the US and EU take their complaints to the World Trade Organization (WTO), protesting against what they call unfair subsidies for the two",2
NEWS_00401,Paul Ryan Opposes Bipartisan Agreement On Obamacare Payments authors,u201cThe speaker does not see anything that changes his view that the Senate should keep its focus on repeal and replace of Obamacare.,2
NEWS_00402,Hopes for peace talks as Nepal rebels lift blockade,"Nepal #39;s ruling coalition has expressed hopes for peace talks with Maoist rebels, as the capital, Kathmandu, returned to normal after the rebels lifted a week-long blockade.",5
NEWS_00403,Newcastle sack manager Robson,"Newcastle United Football Club has sacked Sir Bobby Robson, the oldest manager in the English Premier League.  quot;After a disappointing start to the Premier League season, the directors of Newcastle United have",3
NEWS_00404,A Profession Thrown Into a Tailspin,"In the days when United Airlines was flying high, Patrick Downey exulted in being paid to live his passion. When the former Navy pilot went to work for United in 1999, he felt he landed his dream",0
NEWS_00405,U.S. Expands Visa Waiver Restrictions For Recent Travelers To Libya Somalia Yemen authors,But dual nationals of these three countries maintain their travel eligibility.,5
NEWS_00406,15 Companies Helping Sandy Victims authors,With all the talk of fake charities and scam artists trying to take advantage of hurricane victims it's easy to overlook,0
NEWS_00407,"America West Posts Loss, More Losses Loom","CHICAGO (Reuters) - America West Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AWA.N target=/stocks/quickinfo/fullquote""&gt;AWA.N&lt;/A&gt; on  Wednesday posted a third-quarter loss and forecast losses going  forward as soaring fuel prices, weak revenue and excess  industry capacity broke a stream of profits at the parent of  America West Airlines.",0
NEWS_00408,Iran Warns Its Missiles Can Hit Anywhere in Israel,"TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",5
NEWS_00409,Netflix's 'Casting JonBen\u00e9t' Doesn't Have Any Answers But It's Not Trying To Crack The Case authors,If we canu2019t solve the crime then how do we deal with the idea that we will never know?,1
NEWS_00410,Hodges announces rugby retirement,"Scarlets and USA Eagles forward Dave Hodges has ended his playing career to pursue a coaching role in the States.  The 36-year-old, who has 54 caps, was Llanelli's player of the season in 2001/2, but has battled injury for the last two of his seven years at Stradey. He tore a pectoral muscle against the Ospreys on Boxing Day, an injury that would have kept him out for the season. ""Realising I would be unable to play this season, the club and I agreed to end my contract early,"" said Hodges.  ""It allows me to move back to the US and pursue opportunities there and allows the Scarlets to look to the next generation."" The Scarlets have begun to rebuild their squad for next season after a disappointing Heineken Cup campaign, with plenty more signings and departures expected in the coming weeks.  Scarlets chief executive Stuart Gallacher confirmed that 17 of the current squad would be out of contract in the summer. ""We have a deliberate policy whereby around half the squad are coming out of contract and they know they won't all be re-signed, it's a chance to invigorate the squad,"" he said. ""I'm positive about the future of the Scarlets both on and off the field."" Gallacher was keen to pay tribute to the role back-five forward Hodges has played at Stradey Park, though. ""David has been a highly influential member of our squad for seven years,"" said Gallacher. ""He is a real professional and we thank him for the part he has played in our success. ""I am sure he has an enormous contribution to make to the development of rugby in the US and we wish him and his family well."" Hodges described his years at Stradey as ""the best time of my life.""",3
NEWS_00411,Woods Struggling to Cope with Body Changes - Singh,"ST. ANDREWS, Scotland (Reuters) - Vijay Singh thinks the  main reason he has replaced Tiger Woods as world number one is  the American's failure to adapt to changes in his body.",3
NEWS_00412,Britain Charges Cleric Sought by US for Aiding Terrorism,"A radical Muslim cleric who is wanted on terrorism charges in the United States was accused by British prosecutors Tuesday of encouraging others to murder non-believers, including Jews, and inciting racial hatred.",5
NEWS_00413,China Lays Into  #39;Bush Doctrine #39; Ahead of US Poll,"On the eve of the US election, China laid into what it called the  quot;Bush doctrine, quot; said the Iraq war has destroyed the global anti-terror coalition and blamed arrogance for the problems dogging the United States worldwide.",2
NEWS_00414,Arafat #39;s hospital file taken by widow,"YASSIR ARAFATS widow visited yesterday the French hospital where he died and retrieved his widely sought medical records, just as his nephew was about to collect them.",5
NEWS_00415,Mase's 'Now We Even' Announced As Rapper's First Album In Years authors,Ma$e who was a major force in late '90s hip-hop dropped his last album Welcome Back in 2004. The album peaked at No,1
NEWS_00416,Forwarding freedom,"The free use of the ballot box is the ultimate expression of democracy. We #39;ve had the right so long in this country that, sadly, many of us choose to use the right in a pedestrian, occasional fashion.",5
NEWS_00417,Colombia Scores Last-Second Goal To Tie U.S. Women's Soccer At Rio Olympics authors,The tie was enough to advance the Americans to the quarterfinal Friday night.,3
NEWS_00418,"For Mutual Funds, First the Slap. Now Comes the Pinch.","oxes of documents, many bearing the names of well-known mutual fund companies, line the halls of Eliot Spitzer #39;s offices in downtown Manhattan.",0
NEWS_00419,Pilots at US Airways agree to resume giveback talks,"Executives of the pilots #39; union at US Airways (UAIRQ.O: Quote, Profile, Research) ordered their negotiating team on Wednesday to resume talks with the company with the goal of reaching an agreement on concessions.",0
NEWS_00420,Viacom to bid for Marketwatch,"com November 4, 2004, 10:28 AM PT. This priority retains its ranking at number five as more and more companies deploy Web services to share business logic, data and processes with each other and with clients.",0
NEWS_00421,Oil prices edge higher,OIL prices edged higher in Asian trading today as the market waited for a decision by OPEC ministers on whether to cut the cartel #39;s production when they meet in Egypt later today.,0
NEWS_00422,Oil Holds at \$50,LONDON (Reuters) - Oil prices held at \$50 a barrel  Wednesday ahead of weekly U.S. inventory data that is expected  to show a decline in crude stocks after Hurricane Ivan hit Gulf  of Mexico production.,0
NEWS_00423,"Shell: Gemstar-TV Guide Replaces CEO With Battista, Reportedly &lt;b&gt;...&lt;/b&gt;","Switching channels. Jeff Shell is out and Rich Battista is in as chief executive at Gemstar-TV Guide International (nasdaq: GMST - news - people ). According to the Los Angeles Times, Shell is resigning to",0
NEWS_00424,"3Com Lowers Revenue Forecast, Shares Drop","3Com Corp. , a smaller rival of telecommunications equipment maker Cisco Systems Inc. , on Friday lowered its revenue and gross margin forecasts for its fiscal first quarter, sending its shares down more than 10 percent.",0
NEWS_00425,Study: Spammers use e-mail ID to gain legitimacy,"Spammers are a key adopter of a technology meant, in part, to fight spam.",4
NEWS_00426,Police Searches Plummet In States That Legalize Weed authors,Of course legalization may not help you if you're black or Hispanic.,2
NEWS_00427,Spammers in bed with virus carriers,"The majority of viruses intercepted by MessageLabs since January have the potential for spam distribution, according to a report by the e-mail security firm. It suggests that the virus authors are now making money by collaborating with spammers.",4
NEWS_00428,Bears QB Grossman to miss rest of season with torn ACL,Chicago Bears quarterback Rex Grossman will miss the rest of the season after rupturing a ligament in his right knee. Grossman was injured in Sunday #39;s 27-22 loss to Minnesota when he scored on a 6-yard scramble at the 2-minute warning.,3
